scenario_id,type,label,n_drones,n_nodes,n_edges_seq,n_edges_prox,n_edges_cov,n_edges_total,mean_node_anomaly,max_node_anomaly,pattern_pred,centroid_score,isoforest_score,knn_score,ensemble_score,interpretation,hdbscan_cluster,type_weight_seq,type_weight_prox,type_weight_cov
OVLP_102,coverage_overlap,coverage_overlap,4,23,38,110,32,180,0.45874860882759094,0.4588448107242584,collision_risk,0.4084833041812102,0.5451019192326603,0.10763625111638311,0.3728766342823421,caution,2,0.33333334,0.33333334,0.33333334
RLAY_693,relay_move,normal,4,33,58,0,0,58,0.45877721905708313,0.45879411697387695,collision_risk,0.10062551207028322,0.22684041004223476,0.1315004732991203,0.16037395962771497,normal,1,0.33333334,0.33333334,0.33333334
RLAY_645,relay_move,normal,3,59,112,0,0,112,0.4587963819503784,0.45881107449531555,collision_risk,0.07268565642605813,0.05612780611184842,0.027037769337325535,0.05236815017375447,normal,1,0.33333334,0.33333334,0.33333334
RLAY_509,relay_move,normal,3,246,486,1030,14,1530,0.4585459530353546,0.4588211178779602,collision_risk,0.3364155091118178,0.4445475177270687,0.09730830631575355,0.3079361517190989,caution,2,0.33333334,0.33333334,0.33333334
OVLP_595,coverage_overlap,coverage_overlap,4,29,50,598,44,692,0.45879843831062317,0.458933562040329,collision_risk,0.2585492636278088,0.29531824845576193,0.04747969843517671,0.20993598800120042,normal,2,0.33333334,0.33333334,0.33333334
COOP_229,cooperative_search,normal,5,34,58,0,0,58,0.45878127217292786,0.45879682898521423,collision_risk,0.0552969673840762,0.059361432783847645,0.03794887478236788,0.051718325763472274,normal,1,0.33333334,0.33333334,0.33333334
COOP_032,cooperative_search,normal,3,73,140,0,0,140,0.4587908089160919,0.4588072597980499,collision_risk,0.24900955412330908,0.3966697803899565,0.013326349799980501,0.23736868333296948,normal,1,0.33333334,0.33333334,0.33333334
CONF_451,collision_risk,collision_risk,4,19,30,56,16,102,0.45875900983810425,0.4590032398700714,collision_risk,0.24175232302965863,0.23861346070758604,0.07339875364991527,0.18999070728690656,normal,2,0.33333334,0.33333334,0.33333334
CONF_705,collision_risk,collision_risk,3,27,48,252,108,408,0.4587540030479431,0.4588903486728668,collision_risk,0.2290155013461258,0.18358633267470292,0.04828221260702088,0.15662384725582518,normal,2,0.33333334,0.33333334,0.33333334
RLAY_476,relay_move,normal,4,146,284,0,0,284,0.45878884196281433,0.4588090181350708,collision_risk,0.04812012048592078,0.028786041019465358,0.017032737367756793,0.031060273763889413,normal,1,0.33333334,0.33333334,0.33333334
COOP_689,cooperative_search,normal,5,53,96,0,0,96,0.4587913453578949,0.4588133692741394,collision_risk,0.09357200144854584,0.21181808902941768,0.06096611176656409,0.13108866957630005,normal,1,0.33333334,0.33333334,0.33333334
OVLP_275,coverage_overlap,coverage_overlap,5,146,282,11538,592,12412,0.4587306082248688,0.4588313400745392,collision_risk,0.1989509366848261,0.3293560616254594,0.04342779511186971,0.20445604418919253,normal,2,0.33333334,0.33333334,0.33333334
OVLP_598,coverage_overlap,coverage_overlap,4,112,216,3542,208,3966,0.45871973037719727,0.45882904529571533,collision_risk,0.1854858417379203,0.3132664449903094,0.051711277481340245,0.19646571376190194,normal,2,0.33333334,0.33333334,0.33333334
OVLP_174,coverage_overlap,coverage_overlap,5,57,104,834,48,986,0.4587111175060272,0.4589265286922455,collision_risk,0.09225842054072972,0.20208204658378226,0.02901769204526537,0.11721565240931144,normal,2,0.33333334,0.33333334,0.33333334
CONF_436,collision_risk,collision_risk,4,40,72,60,0,132,0.458845853805542,0.4589617848396301,collision_risk,0.17494933801803536,0.3161030226686139,0.11385347046263844,0.2130820516116477,normal,0,0.33333334,0.33333334,0.33333334
RLAY_594,relay_move,normal,3,184,362,4842,34,5238,0.45853447914123535,0.4588664770126343,collision_risk,0.30862643861953026,0.4453767245024316,0.024993236799450737,0.278236592426667,normal,2,0.33333334,0.33333334,0.33333334
OVLP_277,coverage_overlap,coverage_overlap,3,32,58,462,24,544,0.4588097333908081,0.45892804861068726,collision_risk,0.29098599483144466,0.3226331895336886,0.06619077581036639,0.23620630700601875,normal,2,0.33333334,0.33333334,0.33333334
OVLP_057,coverage_overlap,coverage_overlap,5,24,38,458,44,540,0.4587729275226593,0.4588998258113861,collision_risk,0.2508211698438522,0.3439343023212753,0.024466582167940135,0.22016004653204785,normal,2,0.33333334,0.33333334,0.33333334
OVLP_708,coverage_overlap,coverage_overlap,3,26,46,368,20,434,0.4587772488594055,0.45885565876960754,collision_risk,0.21848670645800916,0.22488185188790144,0.03113966134551409,0.16484065109621754,normal,2,0.33333334,0.33333334,0.33333334
CONF_015,collision_risk,collision_risk,3,212,418,10112,214,10744,0.4586407542228699,0.4588032364845276,collision_risk,0.3680367747303569,0.4453217589800561,0.10469554962404452,0.31994840089834287,caution,2,0.33333334,0.33333334,0.33333334
CONF_400,collision_risk,collision_risk,3,171,336,1800,42,2178,0.4587004482746124,0.4588184356689453,collision_risk,0.2238637071901293,0.3069859197595328,0.04312734369357472,0.20289168316892436,normal,2,0.33333334,0.33333334,0.33333334
RLAY_090,relay_move,normal,3,50,94,0,0,94,0.458780974149704,0.45880433917045593,collision_risk,0.06646283784172224,0.06834501485989519,0.010429253386571807,0.050405633312446296,normal,1,0.33333334,0.33333334,0.33333334
RLAY_341,relay_move,normal,4,85,162,16,0,178,0.45882049202919006,0.45888105034828186,collision_risk,0.2321350824025181,0.2892589956021212,0.02865435749947912,0.19394043021144763,normal,0,0.33333334,0.33333334,0.33333334
COOP_104,cooperative_search,normal,3,12,18,0,0,18,0.45878636837005615,0.45879486203193665,collision_risk,0.10024564579883978,0.22368917689743462,0.04578467384081336,0.1332847666508698,normal,1,0.33333334,0.33333334,0.33333334
COOP_465,cooperative_search,normal,4,65,122,0,0,122,0.4587799310684204,0.45879772305488586,collision_risk,0.24527378984040432,0.415196844780516,0.03450498363593789,0.25001236995510906,normal,1,0.33333334,0.33333334,0.33333334
CONF_684,collision_risk,collision_risk,3,23,40,144,4,188,0.4587591290473938,0.45893576741218567,collision_risk,0.19732221953942242,0.35175735138056385,0.04663837110825204,0.2138911177465279,normal,2,0.33333334,0.33333334,0.33333334
RLAY_453,relay_move,normal,3,41,76,0,0,76,0.4587845206260681,0.45880600810050964,collision_risk,0.0459849854248358,0.015599086751589497,0.014045305854546936,0.02424872208445062,normal,1,0.33333334,0.33333334,0.33333334
CONF_553,collision_risk,collision_risk,3,17,28,40,4,72,0.45875975489616394,0.45888587832450867,collision_risk,0.7377857177291338,0.8788405204603237,0.1502711050310752,0.6179532550121922,anomaly,2,0.33333334,0.33333334,0.33333334
OVLP_140,coverage_overlap,coverage_overlap,4,68,128,2568,94,2790,0.45876339077949524,0.45885103940963745,collision_risk,0.14394375243855648,0.21419837766368965,0.016231356587817394,0.13373188377338802,normal,2,0.33333334,0.33333334,0.33333334
CONF_095,collision_risk,collision_risk,4,117,226,556,32,814,0.45868316292762756,0.4588651955127716,collision_risk,0.1174090578184548,0.2056478698982429,0.05157820454864858,0.1329553266694282,normal,2,0.33333334,0.33333334,0.33333334
OVLP_420,coverage_overlap,coverage_overlap,4,80,152,4148,1048,5348,0.45873913168907166,0.4587936997413635,collision_risk,0.1691159865217316,0.24595250385564327,0.02640476022146272,0.1570372255652156,normal,2,0.33333334,0.33333334,0.33333334
OVLP_624,coverage_overlap,coverage_overlap,3,27,48,444,42,534,0.45873916149139404,0.45881232619285583,collision_risk,0.15092012442386576,0.2135117876010154,0.025000151398860648,0.13818079778722409,normal,2,0.33333334,0.33333334,0.33333334
RLAY_695,relay_move,normal,4,369,730,0,0,730,0.4587794840335846,0.4588090777397156,collision_risk,0.06530393675672405,0.10320779246586298,0.0037858209109927826,0.062010044286660244,normal,1,0.33333334,0.33333334,0.33333334
OVLP_175,coverage_overlap,coverage_overlap,3,47,88,1232,54,1374,0.45880135893821716,0.4588814079761505,collision_risk,0.21904190336531038,0.21567069752077428,0.044510481685339186,0.1653339945235046,normal,2,0.33333334,0.33333334,0.33333334
OVLP_081,coverage_overlap,coverage_overlap,5,76,142,2000,40,2182,0.4586697220802307,0.45881208777427673,collision_risk,0.160903121946289,0.20608724637355713,0.027713052802791335,0.13901975097414696,normal,2,0.33333334,0.33333334,0.33333334
CONF_190,collision_risk,collision_risk,3,24,42,60,4,106,0.45867952704429626,0.45886167883872986,collision_risk,0.14248130855487026,0.20738913982300933,0.045966541047673656,0.1394900108099669,normal,2,0.33333334,0.33333334,0.33333334
CONF_056,collision_risk,collision_risk,4,278,548,3032,72,3652,0.45861682295799255,0.45884981751441956,collision_risk,0.20453645829715364,0.31495244452147797,0.11326685900988327,0.22132197300070225,normal,2,0.33333334,0.33333334,0.33333334
COOP_051,cooperative_search,normal,4,30,52,0,0,52,0.4587796628475189,0.45880308747291565,collision_risk,0.05721399081211413,0.08138713941277265,0.030182606006685667,0.05877383481074899,normal,1,0.33333334,0.33333334,0.33333334
CONF_606,collision_risk,collision_risk,3,183,360,138,8,506,0.458596408367157,0.45887282490730286,collision_risk,0.4067049189600129,0.5641068038738776,0.15876637719231018,0.3952841103952479,caution,2,0.33333334,0.33333334,0.33333334
RLAY_213,relay_move,normal,4,243,478,0,0,478,0.45877426862716675,0.4588080644607544,collision_risk,0.028092273639445223,0.05084455246064845,0.034423023692124965,0.03909241018373044,normal,1,0.33333334,0.33333334,0.33333334
CONF_030,collision_risk,collision_risk,4,54,100,256,0,356,0.4589214324951172,0.4589746594429016,collision_risk,0.24766670783327077,0.42987931381282574,0.053933556509115695,0.2624318048278462,normal,0,0.33333334,0.33333334,0.33333334
CONF_349,collision_risk,collision_risk,3,51,96,520,68,684,0.4587423801422119,0.4588729739189148,collision_risk,0.20248083691727128,0.25911908184710897,0.059346797232130974,0.18219592298366427,normal,2,0.33333334,0.33333334,0.33333334
COOP_475,cooperative_search,normal,4,40,72,0,0,72,0.45877113938331604,0.45879822969436646,collision_risk,0.03056604379213728,0.02595158679285503,0.015248973250512074,0.024125139829936817,normal,1,0.33333334,0.33333334,0.33333334
RLAY_182,relay_move,normal,3,112,218,0,0,218,0.45877477526664734,0.4588014483451843,collision_risk,0.0651611925402732,0.12398103903449309,0.0004438305250555022,0.06927392253339584,normal,1,0.33333334,0.33333334,0.33333334
RLAY_031,relay_move,normal,3,36,66,0,0,66,0.45879364013671875,0.45880284905433655,collision_risk,0.13247816340685942,0.18771897146709526,0.027406421607329392,0.12305296409109474,normal,1,0.33333334,0.33333334,0.33333334
CONF_733,collision_risk,collision_risk,3,23,40,104,0,144,0.4589553475379944,0.4590524137020111,collision_risk,0.3727743852306673,0.4574283881629413,0.0516361646267665,0.31029452022240667,caution,0,0.33333334,0.33333334,0.33333334
OVLP_252,coverage_overlap,coverage_overlap,4,182,356,7484,144,7984,0.45870375633239746,0.4588862657546997,collision_risk,0.28332037680155797,0.2999128304225902,0.04340153884854526,0.21798170686406707,normal,2,0.33333334,0.33333334,0.33333334
OVLP_608,coverage_overlap,coverage_overlap,4,51,94,1436,16,1546,0.4587714970111847,0.45887571573257446,collision_risk,0.4695946956655742,0.6335971485024987,0.0810188499232389,0.41862292307764337,caution,2,0.33333334,0.33333334,0.33333334
RLAY_618,relay_move,normal,3,34,62,0,0,62,0.4587792754173279,0.4588008224964142,collision_risk,0.017930322531508096,0.0,0.014863636880429966,0.009838187823581418,normal,1,0.33333334,0.33333334,0.33333334
OVLP_207,coverage_overlap,coverage_overlap,5,52,94,1706,244,2044,0.45869916677474976,0.4587729275226593,collision_risk,0.2564918307730984,0.32866651885791065,0.04593715854413533,0.22219530433833437,normal,2,0.33333334,0.33333334,0.33333334
RLAY_412,relay_move,normal,4,178,348,122,0,470,0.458818256855011,0.45910748839378357,collision_risk,0.2229785602066466,0.328233703970768,0.02295462178769505,0.2050734361866097,normal,0,0.33333334,0.33333334,0.33333334
RLAY_163,relay_move,normal,3,19,32,0,0,32,0.458767831325531,0.45878636837005615,collision_risk,0.1009192225861545,0.19543919248754105,0.09353717779251837,0.1365125971086183,normal,1,0.33333334,0.33333334,0.33333334
OVLP_181,coverage_overlap,coverage_overlap,3,31,56,516,36,608,0.45871689915657043,0.4588739275932312,collision_risk,0.14165076747370445,0.25829133841001595,0.04266596360752628,0.1586115546883756,normal,2,0.33333334,0.33333334,0.33333334
OVLP_707,coverage_overlap,coverage_overlap,3,22,38,318,38,394,0.4587757885456085,0.4588591456413269,collision_risk,0.2145257557264789,0.20716621461079188,0.043837986909233594,0.1603756086350305,normal,2,0.33333334,0.33333334,0.33333334
CONF_499,collision_risk,collision_risk,4,26,44,72,14,130,0.4586700201034546,0.4589742422103882,collision_risk,0.2117796001421414,0.3849889411391042,0.11742512201063254,0.25275699310147387,normal,2,0.33333334,0.33333334,0.33333334
CONF_541,collision_risk,collision_risk,3,50,94,144,0,238,0.4588952362537384,0.45897555351257324,collision_risk,0.15930274431819536,0.26491856485806753,0.04753314052494568,0.1680181913961693,normal,0,0.33333334,0.33333334,0.33333334
CONF_040,collision_risk,collision_risk,3,46,86,264,4,354,0.4587778151035309,0.4589301645755768,collision_risk,0.22936684695277643,0.19539765994735125,0.06453463707434433,0.16632950918707673,normal,2,0.33333334,0.33333334,0.33333334
OVLP_121,coverage_overlap,coverage_overlap,4,142,276,3714,750,4740,0.4586832821369171,0.4587402045726776,collision_risk,0.23351234671428947,0.23796382360754298,0.04880022334013284,0.1798793004593439,normal,2,0.33333334,0.33333334,0.33333334
OVLP_172,coverage_overlap,coverage_overlap,4,39,70,1008,144,1222,0.45875295996665955,0.4588310420513153,collision_risk,0.17161163526484696,0.16628329227554317,0.024797278142722784,0.1254359909324882,normal,2,0.33333334,0.33333334,0.33333334
COOP_738,cooperative_search,normal,3,41,76,0,0,76,0.45877471566200256,0.4588048458099365,collision_risk,0.06662451197012628,0.07492745628109598,0.01878519364332483,0.055593894196473724,normal,1,0.33333334,0.33333334,0.33333334
CONF_748,collision_risk,collision_risk,4,101,194,0,0,194,0.4587838053703308,0.458823025226593,collision_risk,0.1018348627292428,0.21425465389373655,0.04702417096162167,0.13035957166475398,normal,1,0.33333334,0.33333334,0.33333334
RLAY_234,relay_move,normal,4,36,64,0,0,64,0.45878374576568604,0.4588043987751007,collision_risk,0.06351677594635967,0.07433588786943424,0.05799609528085791,0.06618821651593897,normal,1,0.33333334,0.33333334,0.33333334
COOP_137,cooperative_search,normal,3,176,346,0,0,346,0.45877590775489807,0.45880213379859924,collision_risk,0.06568560443924651,0.08536059206069369,0.0019993977693551963,0.05444973748685798,normal,1,0.33333334,0.33333334,0.33333334
RLAY_183,relay_move,normal,4,44,80,0,0,80,0.4587789475917816,0.4588111639022827,collision_risk,0.1763345124365559,0.31587353013990604,0.045319705329536046,0.19284567738579,normal,1,0.33333334,0.33333334,0.33333334
OVLP_000,coverage_overlap,coverage_overlap,4,27,46,384,64,494,0.45879432559013367,0.4588737189769745,collision_risk,0.2035421800190296,0.3092430817299171,0.04963789992474795,0.1996512566751001,normal,2,0.33333334,0.33333334,0.33333334
CONF_674,collision_risk,collision_risk,4,186,364,182,0,546,0.4588581323623657,0.4589511454105377,collision_risk,0.2136653856931444,0.3484116663331872,0.1607906333100603,0.2517014722342363,normal,0,0.33333334,0.33333334,0.33333334
COOP_594,cooperative_search,normal,5,78,146,0,0,146,0.45878472924232483,0.45881348848342896,collision_risk,0.0165570082412368,0.007190297320543104,0.0460704340073392,0.021664351602790042,normal,1,0.33333334,0.33333334,0.33333334
CONF_607,collision_risk,collision_risk,4,86,164,340,22,526,0.45864740014076233,0.4588868319988251,collision_risk,0.3534115307935713,0.448936300092015,0.10162344218092231,0.3160850119291541,caution,2,0.33333334,0.33333334,0.33333334
RLAY_295,relay_move,normal,4,211,414,0,0,414,0.45877912640571594,0.45881223678588867,collision_risk,0.10340702160501496,0.22498272776517858,0.03779911385478042,0.13235493174401006,normal,1,0.33333334,0.33333334,0.33333334
RLAY_273,relay_move,normal,3,179,352,0,0,352,0.45876631140708923,0.4588114619255066,collision_risk,0.09003458359556424,0.18158897122712847,0.008376279480810558,0.10215884741376383,normal,1,0.33333334,0.33333334,0.33333334
OVLP_433,coverage_overlap,coverage_overlap,4,118,228,5210,998,6436,0.4587261974811554,0.45883938670158386,collision_risk,0.22001331680560474,0.2265515416701781,0.037010761239519664,0.16772784008160857,normal,2,0.33333334,0.33333334,0.33333334
COOP_649,cooperative_search,normal,5,52,94,0,0,94,0.45878636837005615,0.4588092565536499,collision_risk,0.05694492641765347,0.1320581177469431,0.058156229405832746,0.0873535938458231,normal,1,0.33333334,0.33333334,0.33333334
COOP_278,cooperative_search,normal,3,38,70,0,0,70,0.4587692320346832,0.4587879478931427,collision_risk,0.07544504584038948,0.11560911286522513,0.025352450628277342,0.07648289408669011,normal,1,0.33333334,0.33333334,0.33333334
RLAY_498,relay_move,normal,4,67,126,0,0,126,0.45877543091773987,0.4588041603565216,collision_risk,0.03220060797573598,0.036005365038366266,0.008893960452703945,0.026730516543878483,normal,1,0.33333334,0.33333334,0.33333334
RLAY_232,relay_move,normal,3,51,96,0,0,96,0.45877987146377563,0.45880335569381714,collision_risk,0.0657620486769905,0.15310314070964204,0.017674386487200707,0.08627218683311418,normal,1,0.33333334,0.33333334,0.33333334
COOP_354,cooperative_search,normal,5,187,364,0,0,364,0.4587743878364563,0.4588017463684082,collision_risk,0.061965076672395515,0.08956202592287454,0.0017618948790293551,0.05494290183457728,normal,1,0.33333334,0.33333334,0.33333334
OVLP_579,coverage_overlap,coverage_overlap,4,43,78,964,26,1068,0.4587780237197876,0.45885545015335083,collision_risk,0.3056492596121213,0.2662043321594758,0.06430630729075068,0.21746840293465192,normal,2,0.33333334,0.33333334,0.33333334
RLAY_159,relay_move,normal,4,32,56,0,0,56,0.45878416299819946,0.45880284905433655,collision_risk,0.051532944093853755,0.06400002422559226,0.024869267353627694,0.048520673124481335,normal,1,0.33333334,0.33333334,0.33333334
COOP_221,cooperative_search,normal,3,52,98,0,0,98,0.45877334475517273,0.45879215002059937,collision_risk,0.07447900644208504,0.10396505018500624,0.01584415979322263,0.0686829699445948,normal,1,0.33333334,0.33333334,0.33333334
CONF_707,collision_risk,collision_risk,3,84,162,172,8,342,0.45864051580429077,0.4587593376636505,collision_risk,0.21831463647684188,0.24472708835311374,0.04172013832594452,0.17590126778208143,normal,2,0.33333334,0.33333334,0.33333334
RLAY_492,relay_move,normal,3,266,526,1966,0,2492,0.4588069021701813,0.45889225602149963,collision_risk,0.2855168302855726,0.3668039509363654,0.00579824716959475,0.23411610361109636,normal,0,0.33333334,0.33333334,0.33333334
CONF_126,collision_risk,collision_risk,4,128,248,216,0,464,0.45882177352905273,0.4590189456939697,collision_risk,0.21354993436410294,0.2562061669184388,0.01405653980661114,0.17076440901858975,normal,0,0.33333334,0.33333334,0.33333334
COOP_562,cooperative_search,normal,5,34,58,0,0,58,0.4587622284889221,0.4587947726249695,collision_risk,0.0766974894727587,0.15184665610396442,0.07114230928265969,0.10509060206821128,normal,1,0.33333334,0.33333334,0.33333334
