scenario_id,type,label,n_drones,n_nodes,n_edges_seq,n_edges_prox,n_edges_cov,n_edges_total,mean_node_anomaly,max_node_anomaly,pattern_pred,centroid_score,isoforest_score,knn_score,ensemble_score,interpretation,hdbscan_cluster,type_weight_seq,type_weight_prox,type_weight_cov
OVLP_119,coverage_overlap,coverage_overlap,3,22,38,288,40,366,0.4973868429660797,0.4974663555622101,coverage_overlap,0.30046156804765617,0.23373589098197334,0.017963954051893577,0.18902201302265428,normal,0,0.33333334,0.33333334,0.33333334
OVLP_074,coverage_overlap,coverage_overlap,4,105,202,288,2,492,0.49735012650489807,0.49752092361450195,coverage_overlap,0.33685168796077053,0.5949772526502195,0.03210520326280183,0.3486779684271595,caution,0,0.33333334,0.33333334,0.33333334
COOP_080,cooperative_search,normal,3,182,358,0,0,358,0.49744725227355957,0.49748629331588745,coverage_overlap,0.12558118184243927,0.14643364994407027,0.05206368992217061,0.11186692150701107,normal,2,0.33333334,0.33333334,0.33333334
OVLP_080,coverage_overlap,coverage_overlap,5,364,718,57692,1162,59572,0.4974118769168854,0.497496098279953,coverage_overlap,0.3018441882004637,0.42867452553471597,0.06680517844260037,0.2820646202068056,normal,0,0.33333334,0.33333334,0.33333334
RLAY_000,relay_move,normal,3,276,546,0,0,546,0.49746647477149963,0.49750223755836487,coverage_overlap,0.12053849573125723,0.18739316271388173,0.001960784869963217,0.11170704926591883,normal,2,0.33333334,0.33333334,0.33333334
OVLP_085,coverage_overlap,coverage_overlap,3,39,72,684,8,764,0.4973752796649933,0.4974735677242279,coverage_overlap,0.20907535417086534,0.34219286113176917,0.02952641523419818,0.20845767527422676,normal,0,0.33333334,0.33333334,0.33333334
RLAY_052,relay_move,normal,4,123,238,0,0,238,0.4974404573440552,0.497477263212204,coverage_overlap,0.1506871629874968,0.269080204997583,0.05262491789603369,0.16862570626409237,normal,2,0.33333334,0.33333334,0.33333334
OVLP_068,coverage_overlap,coverage_overlap,4,24,40,408,6,454,0.49745598435401917,0.497609406709671,coverage_overlap,0.16674242923893257,0.3074058253501082,0.004209189938340039,0.17424781589322508,normal,0,0.33333334,0.33333334,0.33333334
COOP_106,cooperative_search,normal,4,46,84,0,0,84,0.49745526909828186,0.4974806308746338,coverage_overlap,0.10891252991900993,0.05014614498424863,0.01070181600246721,0.055942761770142596,normal,2,0.33333334,0.33333334,0.33333334
CONF_105,collision_risk,collision_risk,3,69,132,0,0,132,0.4974546432495117,0.49748629331588745,coverage_overlap,0.09640410159255712,0.13071589343179668,0.014386984708491696,0.0855236832630333,normal,2,0.33333334,0.33333334,0.33333334
RLAY_051,relay_move,normal,4,43,78,0,0,78,0.4974595010280609,0.4974838197231293,coverage_overlap,0.01965776691828687,0.0378772332560402,0.01589124541041398,0.025815597001026334,normal,2,0.33333334,0.33333334,0.33333334
RLAY_109,relay_move,normal,4,177,346,0,0,346,0.4974426329135895,0.4974842369556427,coverage_overlap,0.17561183641619355,0.21476773709168318,0.06489291577879902,0.15805852049517105,normal,2,0.33333334,0.33333334,0.33333334
RLAY_059,relay_move,normal,3,46,86,0,0,86,0.4974467158317566,0.49747899174690247,coverage_overlap,0.07625563827086694,0.1032393630204056,0.06732844875398471,0.08437097131561774,normal,2,0.33333334,0.33333334,0.33333334
CONF_079,collision_risk,collision_risk,4,47,86,216,18,320,0.4973523020744324,0.4974328577518463,coverage_overlap,0.12573184729094758,0.19419368515966184,0.01617097418473454,0.12024832050656938,normal,0,0.33333334,0.33333334,0.33333334
RLAY_096,relay_move,normal,4,129,250,0,0,250,0.49745532870292664,0.4974926710128784,coverage_overlap,0.07784046442313135,0.09703621295282583,0.01859438594522732,0.06774494029163794,normal,2,0.33333334,0.33333334,0.33333334
CONF_066,collision_risk,collision_risk,3,24,42,96,0,138,0.4973985254764557,0.49743130803108215,coverage_overlap,0.25588921167173917,0.3458422782261873,0.011406964925769801,0.21852576426972758,normal,1,0.33333334,0.33333334,0.33333334
OVLP_086,coverage_overlap,coverage_overlap,5,77,144,3498,528,4170,0.4973776638507843,0.49747803807258606,coverage_overlap,0.1572338020090409,0.28040722032840526,0.015838396469362716,0.16408454767488317,normal,0,0.33333334,0.33333334,0.33333334
OVLP_064,coverage_overlap,coverage_overlap,3,38,70,650,56,776,0.4974845051765442,0.4975303113460541,coverage_overlap,0.28097151053805597,0.47614432684279684,0.01919212695273005,0.28050682198435456,normal,0,0.33333334,0.33333334,0.33333334
CONF_072,collision_risk,collision_risk,3,25,44,40,2,86,0.4974428117275238,0.49750033020973206,coverage_overlap,0.24498413588962056,0.40724910397329184,0.06857944329412761,0.2569687153444412,normal,0,0.33333334,0.33333334,0.33333334
CONF_121,collision_risk,collision_risk,4,131,254,1962,148,2364,0.4974742531776428,0.49751782417297363,coverage_overlap,0.35557211720069903,0.5672126000658857,0.029077518674642706,0.3422799307889568,caution,0,0.33333334,0.33333334,0.33333334
COOP_053,cooperative_search,normal,4,40,72,0,0,72,0.49745941162109375,0.49748170375823975,coverage_overlap,0.09123652030834102,0.0556935866538083,0.010391411512137402,0.05276581420766685,normal,2,0.33333334,0.33333334,0.33333334
RLAY_009,relay_move,normal,3,106,206,0,0,206,0.49744871258735657,0.4974970519542694,coverage_overlap,0.1192397434472461,0.13301442254416562,0.04402986261405717,0.10218665083605724,normal,2,0.33333334,0.33333334,0.33333334
CONF_064,collision_risk,collision_risk,3,66,126,0,0,126,0.4974437355995178,0.4974799156188965,coverage_overlap,0.12018073397515308,0.1782099939830849,0.03602569390153821,0.11814592595624135,normal,2,0.33333334,0.33333334,0.33333334
OVLP_013,coverage_overlap,coverage_overlap,5,76,142,1788,38,1968,0.497408926486969,0.49753740429878235,coverage_overlap,0.18742147267794745,0.2998178161668974,0.041243683732881634,0.1885266733900077,normal,0,0.33333334,0.33333334,0.33333334
RLAY_049,relay_move,normal,4,43,78,0,0,78,0.49745723605155945,0.4974842369556427,coverage_overlap,0.02954853876087479,0.04728841805263162,0.024438089184730335,0.03511135560473418,normal,2,0.33333334,0.33333334,0.33333334
CONF_085,collision_risk,collision_risk,4,39,70,182,0,252,0.49739545583724976,0.49744707345962524,coverage_overlap,0.09550694983817368,0.26099279332819636,0.05971121489675386,0.15096256675175682,normal,1,0.33333334,0.33333334,0.33333334
OVLP_091,coverage_overlap,coverage_overlap,4,31,54,564,24,642,0.4972967505455017,0.4975062906742096,coverage_overlap,0.19208015970565015,0.295785088707087,0.019972360022901196,0.1819297914014002,normal,0,0.33333334,0.33333334,0.33333334
COOP_085,cooperative_search,normal,3,39,72,0,0,72,0.49745696783065796,0.49747827649116516,coverage_overlap,0.13209956880291798,0.19793924730089674,0.037915036392492954,0.13018008047898197,normal,2,0.33333334,0.33333334,0.33333334
RLAY_039,relay_move,normal,4,223,438,2544,0,2982,0.4973967969417572,0.4974673092365265,coverage_overlap,0.222742318474369,0.2757558268899113,0.028350299827590224,0.18563011624655226,normal,1,0.33333334,0.33333334,0.33333334
OVLP_073,coverage_overlap,coverage_overlap,5,150,290,3730,230,4250,0.4973423182964325,0.49751073122024536,coverage_overlap,0.10538871490537817,0.18331095423885557,0.010702222850633119,0.10815166302234562,normal,0,0.33333334,0.33333334,0.33333334
RLAY_065,relay_move,normal,4,188,368,206,0,574,0.49741265177726746,0.4974496066570282,coverage_overlap,0.29486753174637914,0.36185359605776324,0.09507801739897782,0.2617251031667124,normal,1,0.33333334,0.33333334,0.33333334
RLAY_071,relay_move,normal,4,275,542,858,0,1400,0.49738773703575134,0.49747225642204285,coverage_overlap,0.1293237877769507,0.2909403345814767,0.03777479455830375,0.166505708533167,normal,1,0.33333334,0.33333334,0.33333334
RLAY_107,relay_move,normal,4,60,112,0,0,112,0.49745744466781616,0.4974973797798157,coverage_overlap,0.09865284660091847,0.09469793146196825,0.005569995341262704,0.06914602516744166,normal,2,0.33333334,0.33333334,0.33333334
COOP_044,cooperative_search,normal,4,59,110,0,0,110,0.4974612593650818,0.49747738242149353,coverage_overlap,0.12077076705210067,0.08247443823872636,0.006944064630094247,0.07130422480014903,normal,2,0.33333334,0.33333334,0.33333334
COOP_062,cooperative_search,normal,4,145,282,0,0,282,0.4974413216114044,0.4974963963031769,coverage_overlap,0.1373688941384912,0.17897372916137833,0.01994383933077075,0.11878331170532994,normal,2,0.33333334,0.33333334,0.33333334
RLAY_022,relay_move,normal,4,102,196,0,0,196,0.4974634647369385,0.4974912405014038,coverage_overlap,0.04929541071081768,0.036326051125427194,0.013604941481832387,0.0334005261079659,normal,2,0.33333334,0.33333334,0.33333334
OVLP_118,coverage_overlap,coverage_overlap,4,62,116,2764,218,3098,0.49739354848861694,0.49752989411354065,coverage_overlap,0.26263356933133913,0.2202039312500771,0.025066873025142017,0.17439170520697522,normal,0,0.33333334,0.33333334,0.33333334
CONF_115,collision_risk,collision_risk,3,29,52,48,0,100,0.49738332629203796,0.49744823575019836,coverage_overlap,0.22699703308141778,0.4099365269035016,0.1434925232229231,0.2751214776527029,normal,1,0.33333334,0.33333334,0.33333334
OVLP_101,coverage_overlap,coverage_overlap,3,40,74,282,4,360,0.4974699914455414,0.4975886344909668,coverage_overlap,0.18157499024528334,0.30536164067338833,0.002790876706091263,0.17745441635476772,normal,0,0.33333334,0.33333334,0.33333334
RLAY_120,relay_move,normal,4,150,292,0,0,292,0.49745839834213257,0.49748557806015015,coverage_overlap,0.06036989354370404,0.05191185976245538,0.01163500332276155,0.04236621296492183,normal,2,0.33333334,0.33333334,0.33333334
CONF_018,collision_risk,collision_risk,3,12,18,32,0,50,0.4974043369293213,0.4974464774131775,coverage_overlap,0.218578065410012,0.3415961897804214,0.02745433752522587,0.2104481967927399,normal,1,0.33333334,0.33333334,0.33333334
COOP_124,cooperative_search,normal,5,190,370,0,0,370,0.49745482206344604,0.49748900532722473,coverage_overlap,0.08653477292694964,0.1251446599763011,0.030259514308648556,0.0850961501611999,normal,2,0.33333334,0.33333334,0.33333334
OVLP_120,coverage_overlap,coverage_overlap,5,55,100,1326,86,1512,0.49735140800476074,0.4974411129951477,coverage_overlap,0.13410920155376949,0.2504505826718083,0.015052303832052099,0.14492868468446982,normal,0,0.33333334,0.33333334,0.33333334
COOP_057,cooperative_search,normal,3,115,224,0,0,224,0.497463583946228,0.49747544527053833,coverage_overlap,0.1329739265929605,0.1863489596085236,0.04381470032581617,0.12757617191904247,normal,2,0.33333334,0.33333334,0.33333334
RLAY_036,relay_move,normal,3,126,246,0,0,246,0.497439444065094,0.49749693274497986,coverage_overlap,0.1415548330636595,0.18464666460423562,0.021425416658192982,0.12275274075825,normal,2,0.33333334,0.33333334,0.33333334
CONF_031,collision_risk,collision_risk,3,24,42,44,0,86,0.4973982572555542,0.49744629859924316,coverage_overlap,0.2595824383150789,0.37047775731345656,0.018329851996353053,0.23156479001881222,normal,1,0.33333334,0.33333334,0.33333334
CONF_063,collision_risk,collision_risk,4,51,94,648,0,742,0.4974082410335541,0.49743297696113586,coverage_overlap,0.27636604911129725,0.34364125371135956,0.03401016808762719,0.23056936664422117,normal,1,0.33333334,0.33333334,0.33333334
OVLP_039,coverage_overlap,coverage_overlap,5,45,80,1256,506,1842,0.49748748540878296,0.497562974691391,coverage_overlap,0.24549115278064987,0.3756610345994664,0.013255296803750826,0.22788834871510677,normal,0,0.33333334,0.33333334,0.33333334
OVLP_104,coverage_overlap,coverage_overlap,5,85,160,3692,446,4298,0.49737638235092163,0.49754130840301514,coverage_overlap,0.29401247876824127,0.2776645820112653,0.020231562035851153,0.20533904504573386,normal,0,0.33333334,0.33333334,0.33333334
OVLP_089,coverage_overlap,coverage_overlap,5,33,56,850,72,978,0.4973551332950592,0.4974838197231293,coverage_overlap,0.31030075812883373,0.5226609523187402,0.027331348596072228,0.3103540129449679,caution,0,0.33333334,0.33333334,0.33333334
COOP_096,cooperative_search,normal,3,25,44,0,0,44,0.497435063123703,0.4974793493747711,coverage_overlap,0.15006307175330375,0.17778491997436996,0.07150389333868873,0.13758405751734573,normal,2,0.33333334,0.33333334,0.33333334
CONF_100,collision_risk,collision_risk,4,33,58,96,0,154,0.49739721417427063,0.49743473529815674,coverage_overlap,0.23833417766128878,0.30957431179225103,0.005160767272508641,0.19687820819703966,normal,1,0.33333334,0.33333334,0.33333334
OVLP_083,coverage_overlap,coverage_overlap,5,160,310,544,72,926,0.4973466396331787,0.4974522590637207,coverage_overlap,0.1114392165978203,0.1848962946393129,0.006829495550874137,0.10943913150033348,normal,0,0.33333334,0.33333334,0.33333334
OVLP_067,coverage_overlap,coverage_overlap,5,58,106,2168,46,2320,0.49736282229423523,0.4975222945213318,coverage_overlap,0.3224565989016141,0.5500556915230479,0.024512704502657703,0.3241130676305007,caution,0,0.33333334,0.33333334,0.33333334
OVLP_056,coverage_overlap,coverage_overlap,5,47,84,1594,64,1742,0.49735987186431885,0.4975060224533081,coverage_overlap,0.15090039507496747,0.3366060673998632,0.020500386961475235,0.1860626615708781,normal,0,0.33333334,0.33333334,0.33333334
CONF_109,collision_risk,collision_risk,4,56,104,216,18,338,0.49733278155326843,0.4974995255470276,coverage_overlap,0.15938392580326502,0.3184839249768079,0.04616744287774076,0.1890589805950249,normal,0,0.33333334,0.33333334,0.33333334
OVLP_032,coverage_overlap,coverage_overlap,5,86,162,5450,532,6144,0.4973919093608856,0.4974917769432068,coverage_overlap,0.2755586720585748,0.23724449886993348,0.01302164358421941,0.18147189424081167,normal,0,0.33333334,0.33333334,0.33333334
OVLP_025,coverage_overlap,coverage_overlap,4,49,90,832,54,976,0.4973681569099426,0.49747106432914734,coverage_overlap,0.17723975955366827,0.322717310890724,0.019930413341295763,0.1882379762247788,normal,0,0.33333334,0.33333334,0.33333334
CONF_034,collision_risk,collision_risk,3,63,120,490,0,610,0.4974375367164612,0.49745532870292664,coverage_overlap,0.3075041978722157,0.3032223551526462,0.08914851051698496,0.24028475457781867,normal,1,0.33333334,0.33333334,0.33333334
COOP_018,cooperative_search,normal,4,25,42,0,0,42,0.49745646119117737,0.4974898397922516,coverage_overlap,0.02987730666760031,0.013283163050277658,0.01977318718543053,0.020208413376020314,normal,2,0.33333334,0.33333334,0.33333334
